rank_among_missing,simplified,zipf,pinyin,meaning_cedict,in_cedict
3175,价钱,4.28,jia4 qian5,price,yes
3176,便利,4.28,bian4 li4,convenient; easy; to facilitate,yes
3177,停车,4.28,ting2 che1,to pull up (stop one's vehicle); to park; (of a machine) to stop working; to stall,yes
3178,共产主义,4.28,gong4 chan3 zhu3 yi4,communism,yes
3179,冲动,4.28,chong1 dong4,to have an urge; to be impetuous; impulse; urge,yes
3180,分歧,4.28,fen1 qi2,"divergent; difference (of opinion, position); disagreement; (math.) bifurcation",yes
3181,制造业,4.28,zhi4 zao4 ye4,manufacturing industry,yes
3182,原谅,4.28,yuan2 liang4,to excuse; to forgive; to pardon,yes
3183,域名,4.28,yu4 ming2,(computing) domain name,yes
3184,多名,4.28,,,no
3185,大都,4.28,Da4 du1,"Dadu, capital of China during the Yuan Dynasty (1280-1368), modern day Beijing",yes
3186,奥斯卡,4.28,Ao4 si1 ka3,(film industry) Oscar (Academy Award); CL:屆|届[jie4]; (name) Oscar,yes
3187,妥协,4.28,tuo3 xie2,to compromise; to reach terms; a compromise,yes
3188,存储,4.28,cun2 chu3,to store up; to stockpile; (computer) to save; to store; memory; storage,yes
3189,完整版,4.28,,,no
3190,实时,4.28,shi2 shi2,(in) real time; instantaneous,yes
3191,审批,4.28,shen3 pi1,to examine and approve; to endorse,yes
3192,审理,4.28,shen3 li3,to hear (a case),yes
3193,平方公里,4.28,ping2 fang1 gong1 li3,square kilometer,yes
3194,弹性,4.28,tan2 xing4,flexibility; elasticity,yes
3195,总面积,4.28,,,no
3196,战斗机,4.28,zhan4 dou4 ji1,fighter (aircraft),yes
3197,担忧,4.28,dan1 you1,to worry; to be concerned,yes
3198,提倡,4.28,ti2 chang4,to promote; to advocate,yes
3199,搜集,4.28,sou1 ji2,to gather; to collect,yes
3200,搭配,4.28,da1 pei4,to pair up; to match; to arrange in pairs; to add sth into a group,yes
3201,无线,4.28,wu2 xian4,wireless,yes
3202,日军,4.28,Ri4 jun1,Japanese army; Japanese troops,yes
3203,景点,4.28,jing3 dian3,tourist attraction; scenic spot,yes
3204,机遇,4.28,ji1 yu4,opportunity; favorable turn of events; stroke of luck,yes
3205,洪水,4.28,hong2 shui3,deluge; flood,yes
3206,滥用,4.28,lan4 yong4,to misuse; to abuse,yes
3207,演唱会,4.28,yan3 chang4 hui4,vocal recital or concert,yes
3208,犹太,4.28,You2 tai4,the Jews; Judea,yes
3209,珍贵,4.28,zhen1 gui4,precious,yes
3210,真人,4.28,zhen1 ren2,a real person; Daoist spiritual master,yes
3211,真心,4.28,zhen1 xin1,wholeheartedness; sincerity,yes
3212,眼光,4.28,yan3 guang1,gaze; insight; foresight; vision; way of looking at things,yes
3213,礼拜,4.28,li3 bai4,to attend a religious service; (coll.) week; (coll.) Sunday,yes
3214,纠正,4.28,jiu1 zheng4,to correct; to make right,yes
3215,缺陷,4.28,que1 xian4,defect; flaw,yes
3216,美味,4.28,mei3 wei4,delicious; delicious food; delicacy,yes
3217,联合会,4.28,lian2 he2 hui4,federation,yes
3218,联想,4.28,Lian2 xiang3,Lenovo,yes
3219,致命,4.28,zhi4 ming4,fatal; mortal; deadly; to sacrifice one's life,yes
3220,舒适,4.28,shu1 shi4,cozy; snug,yes
3221,苏丹,4.28,Su1 dan1,Sudan,yes
3222,融入,4.28,rong2 ru4,to blend into; to integrate; to assimilate; to merge,yes
3223,访谈,4.28,fang3 tan2,to visit and discuss; to interview,yes
3224,转载,4.28,zhuan3 zai3,to forward (a shipment); to reprint sth published elsewhere; Taiwan pr. [zhuan3 zai4],yes
3225,通往,4.28,tong1 wang3,to lead to,yes
3226,那位,4.28,,,no
3227,零售,4.28,ling2 shou4,to retail; to sell individually or in small quantities,yes
3228,顶级,4.28,ding3 ji2,top-notch; first-rate,yes
3229,一共,4.27,yi1 gong4,in total; altogether,yes
3230,一夜,4.27,,,no
3231,一架,4.27,,,no
3232,上演,4.27,shang4 yan3,to screen (a movie); to stage (a play); a screening; a staging,yes
3233,专栏,4.27,zhuan1 lan2,special column,yes
3234,中共中央,4.27,Zhong1 Gong4 Zhong1 yang1,"Central Committee of the Communist Party of China, abbr. for 中國共產黨中央委員會|中国共产党中央委员会[Zhong1 guo2 Gong4 chan3 dang3 Zhong1 ",yes
3235,乐趣,4.27,le4 qu4,delight; pleasure; joy,yes
3236,争夺,4.27,zheng1 duo2,to fight over; to contest; to vie over,yes
3237,从来不,4.27,cong2 lai2 bu4,never,yes
3238,仿佛,4.27,fang3 fu2,to seem; as if; seemingly; alike; similar,yes
3239,储备,4.27,chu3 bei4,to store up; reserves,yes
3240,党内,4.27,dang3 nei4,within the party (esp. Chinese communist party),yes
3241,共和,4.27,gong4 he2,republic; republicanism,yes
3242,关税,4.27,guan1 shui4,customs duty; tariff,yes
3243,出租车,4.27,chu1 zu1 che1,taxi; (Tw) rental car,yes
3244,前景,4.27,qian2 jing3,foreground; vista; (future) prospects; perspective,yes
3245,办学,4.27,ban4 xue2,to run a school,yes
3246,助手,4.27,zhu4 shou3,assistant; helper,yes
3247,北美,4.27,Bei3 mei3,North America,yes
3248,发掘,4.27,fa1 jue2,to excavate; to explore; (fig.) to unearth; to tap into,yes
3249,变迁,4.27,bian4 qian1,changes; vicissitudes,yes
3250,吉林,4.27,Ji2 lin2,see 吉林省[Ji2 lin2 Sheng3]; see 吉林市[Ji2 lin2 Shi4],yes
3251,名誉,4.27,ming2 yu4,fame; reputation; honor; honorary; emeritus (of retired professor),yes
3252,启发,4.27,qi3 fa1,to enlighten; to explain (a text etc); to stimulate (a mental attitude); enlightenment; revelation; motivation,yes
3253,启用,4.27,qi3 yong4,to start using; (computing) to enable (a feature),yes
3254,善于,4.27,shan4 yu2,to be good at; to be adept at,yes
3255,型号,4.27,xing2 hao4,"model (particular version of a manufactured article); type (product specification in terms of color, size etc)",yes
3256,外贸,4.27,wai4 mao4,foreign trade,yes
3257,夜晚,4.27,ye4 wan3,night; CL:個|个[ge4],yes
3258,大使馆,4.27,da4 shi3 guan3,"embassy; CL:座[zuo4],個|个[ge4]",yes
3259,头部,4.27,tou2 bu4,head,yes
3260,夸张,4.27,kua1 zhang1,to exaggerate; overstated; exaggerated; hyperbole; (coll.) excessive; ridiculous; outrageous,yes
3261,好不好,4.27,hao3 bu5 hao3,(coll.) all right?; OK?,yes
3262,娃娃,4.27,wa2 wa5,baby; small child; doll,yes
3263,左派,4.27,zuo3 pai4,(political) left; left wing; leftist,yes
3264,想念,4.27,xiang3 nian4,to miss; to remember with longing; to long to see again,yes
3265,拜托,4.27,bai4 tuo1,to request sb to do sth; please!,yes
3266,挑选,4.27,tiao1 xuan3,to choose; to select,yes
3267,挣扎,4.27,zheng1 zha2,to struggle,yes
3268,排放,4.27,pai2 fang4,"to arrange in order; to emit; to discharge (exhaust gas, waste water etc); (of animals) to ovulate; to discharge semen",yes
3269,日起,4.27,,,no
3270,春秋,4.27,Chun1 qiu1,"Spring and Autumn Period (770-476 BC); Spring and Autumn Annals, chronicle of Lu State (722-481 BC)",yes
3271,普查,4.27,pu3 cha2,census; general survey; general investigation; reconnaissance survey,yes
3272,某人,4.27,mou3 ren2,someone; a certain person; some people; I (self-address after one's surname),yes
3273,此处,4.27,ci3 chu4,this place; here (literary),yes
3274,武士,4.27,wu3 shi4,warrior; samurai,yes
3275,气温,4.27,qi4 wen1,air temperature,yes
3276,水中,4.27,,,no
3277,汇报,4.27,hui4 bao4,to report; to give an account of; to collect information and report back,yes
3278,海关,4.27,hai3 guan1,customs (i.e. border crossing inspection); CL:個|个[ge4],yes
3279,涵盖,4.27,han2 gai4,to cover; to comprise; to include,yes
3280,源于,4.27,yuan2 yu2,has its origins in,yes
3281,爱上,4.27,ai4 shang4,to fall in love with; to be in love with,yes
3282,爱心,4.27,ai4 xin1,"compassion; kindness; care for others; love; CL:片[pian4]; charity (bazaar, golf day etc); heart (the symbol ♥)",yes
3283,牧师,4.27,mu4 shi1,chaplain; churchman; clergyman; parson; pastor; priest; rector,yes
3284,病例,4.27,bing4 li4,(medical) case; occurrence of illness,yes
3285,眼里,4.27,,,no
3286,社长,4.27,she4 zhang3,president or director (of association etc),yes
3287,笔记,4.27,bi3 ji4,to take down (in writing); notes; a type of literature consisting mainly of short sketches; CL:本[ben3],yes
3288,精灵,4.27,jing1 ling2,spirit; fairy; elf; sprite; genie,yes
3289,线索,4.27,xian4 suo3,trail; clues; thread (of a story),yes
3290,编写,4.27,bian1 xie3,to compile,yes
3291,虚假,4.27,xu1 jia3,false; phony; sham,yes
3292,走上,4.27,,,no
3293,起源,4.27,qi3 yuan2,origin; to originate; to come from,yes
3294,身材,4.27,shen1 cai2,stature; build (height and weight); figure,yes
3295,运气,4.27,yun4 qi5,luck (good or bad),yes
3296,连任,4.27,lian2 ren4,to continue in (a political) office; to serve for another term of office,yes
3297,遇上,4.27,yu4 shang4,to come across (sb); to run into,yes
3298,阐述,4.27,chan3 shu4,to expound (a position); to elaborate (on a topic); to treat (a subject),yes
3299,隐私,4.27,yin3 si1,secrets; private business; privacy,yes
3300,预言,4.27,yu4 yan2,to predict; prophecy,yes
3301,领取,4.27,ling3 qu3,to receive; to draw; to get,yes
3302,首歌,4.27,,,no
3303,一层,4.26,yi1 ceng2,layer,yes
3304,一是,5.22,,,no
3305,下跌,4.26,xia4 die1,to fall; to tumble,yes
3306,不当,4.26,bu4 dang4,unsuitable; improper; inappropriate,yes
3307,不止,4.26,bu4 zhi3,incessantly; without end; more than; not limited to,yes
3308,东海,4.26,Dong1 Hai3,East China Sea; East Sea (Chinese mythology and ancient geography),yes
3309,中华民国,4.26,Zhong1 hua2 Min2 guo2,Republic of China,yes
3310,五大,4.26,,,no
3311,交友,4.26,jiao1 you3,to make friends,yes
3312,作物,4.26,zuo4 wu4,crop,yes
3313,使用者,4.26,shi3 yong4 zhe3,(Tw) user,yes
3314,侮辱,4.26,wu3 ru3,to insult; to humiliate; dishonor,yes
3315,健全,4.26,jian4 quan2,robust; sound,yes
3316,光绪,4.26,Guang1 xu4,reign name of penultimate Qing emperor Guangxu or Guang-hsu (1875-1908),yes
3317,公交,4.26,gong1 jiao1,public transportation; mass transit; abbr. for 公共交通[gong1 gong4 jiao1 tong1],yes
3318,分散,4.26,fen1 san4,to scatter; to disperse; to distribute,yes
3319,切实,4.26,qie4 shi2,feasible; realistic; practical; earnestly; conscientiously,yes
3320,初级,4.26,chu1 ji2,junior; primary,yes
3321,前期,4.26,qian2 qi1,preceding period; early stage,yes
3322,受欢迎,4.26,shou4 huan1 ying2,popular; well-received,yes
3323,境界,4.26,jing4 jie4,boundary; state; realm,yes
3324,好莱坞,4.26,Hao3 lai2 wu4,Hollywood; also pr. [Hao3lai2wu1],yes
3325,妓女,4.26,ji4 nu:3,prostitute; hooker,yes
3326,宁波,4.26,Ning2 bo1,see 寧波市|宁波市[Ning2 bo1 Shi4],yes
3327,室内,4.26,shi4 nei4,indoor,yes
3328,密度,4.26,mi4 du4,density; concentration,yes
3329,帐户,4.26,zhang4 hu4,"(bank, computer etc) account",yes
3330,庆典,4.26,qing4 dian3,celebration,yes
3331,座位,4.26,zuo4 wei4,seat; CL:個|个[ge4],yes
3332,弥补,4.26,mi2 bu3,to complement; to make up for a deficiency,yes
3333,征收,4.26,zheng1 shou1,to levy (a tax); to expropriate,yes
3334,情侣,4.26,qing2 lu:3,sweethearts; lovers,yes
3335,感兴趣,4.26,gan3 xing4 qu4,to be interested,yes
3336,排队,4.26,pai2 dui4,to line up,yes
3337,掩盖,4.26,yan3 gai4,to conceal; to hide behind; to cover up,yes
3338,支持者,4.26,zhi1 chi2 zhe3,supporter,yes
3339,效益,4.26,xiao4 yi4,benefit; effectiveness; efficiency,yes
3340,星期一,4.26,Xing1 qi1 yi1,Monday,yes
3341,暗杀,4.26,an4 sha1,to assassinate,yes
3342,月亮,4.26,yue4 liang5,the moon,yes
3343,期限,4.26,qi1 xian4,time limit; deadline; allotted time,yes
3344,极限,4.26,ji2 xian4,limit; extreme boundary,yes
3345,格局,4.26,ge2 ju2,structure; pattern; layout,yes
3346,海域,4.26,hai3 yu4,sea area; territorial waters; maritime space,yes
3347,深夜,4.26,shen1 ye4,very late at night,yes
3348,演唱,4.26,yan3 chang4,to sing (for an audience); vocal performance,yes
3349,爱好,4.26,ai4 hao4,to like; to be fond of; to take pleasure in; to be keen on; interest; hobby; CL:個|个[ge4],yes
3350,牙齿,4.26,ya2 chi3,tooth; dental; CL:顆|颗[ke1],yes
3351,物体,4.26,wu4 ti3,object; body; substance,yes
3352,电梯,4.26,dian4 ti1,"elevator; escalator; CL:臺|台[tai2],部[bu4]",yes
3353,登场,4.26,deng1 chang3,to go on stage; fig. to appear on the scene; used in advertising to mean new product,yes
3354,积分,4.26,ji1 fen1,"integral (calculus); accumulated points (in sports, at school etc); total credits earned by student; bonus points in a b",yes
3355,简历,4.26,jian3 li4,curriculum vitae (CV); résumé; biographical notes,yes
3356,纪律,4.26,ji4 lu:4,discipline,yes
3357,绝大多数,4.26,jue2 da4 duo1 shu4,the vast majority,yes
3358,编剧,4.26,bian1 ju4,to write a play; scenario; dramatist; screenwriter,yes
3359,缩短,4.26,suo1 duan3,to shorten; to reduce; to curtail,yes
3360,脖子,4.26,bo2 zi5,neck; CL:個|个[ge4],yes
3361,范畴,4.26,fan4 chou2,category,yes
3362,解散,4.26,jie3 san4,to dissolve; to disband,yes
3363,赛事,4.26,sai4 shi4,competition (e.g. sporting),yes
3364,过滤,4.26,guo4 lu:4,to filter,yes
3365,远远,4.26,yuan3 yuan3,distant; by far,yes
3366,部位,4.26,bu4 wei4,"part (esp. of the body, but also of a vegetable, e.g. the root, or a garment, e.g. the sleeve, etc)",yes
3367,重量,4.26,zhong4 liang4,weight; CL:個|个[ge4],yes
3368,钱包,4.26,qian2 bao1,purse; wallet,yes
3369,防治,4.26,fang2 zhi4,to prevent and cure; prevention and cure,yes
3370,阴影,4.26,yin1 ying3,(lit. and fig.) shadow; CL:道[dao4],yes
3371,预备,4.26,yu4 bei4,to prepare; to make ready; preparation; preparatory,yes
3372,鸡蛋,4.26,ji1 dan4,"(chicken) egg; hen's egg; CL:個|个[ge4],打[da2]",yes
3373,一流,4.25,yi1 liu2,top quality; front ranking,yes
3374,不肯,4.25,,,no
3375,丑闻,4.25,chou3 wen2,scandal,yes
3376,中华民族,4.25,Zhong1 hua2 min2 zu2,the Chinese nation; the Chinese people (collective reference to all the ethnic groups in China),yes
3377,主场,4.25,zhu3 chang3,(sports) home ground; home field; (sports) home game; main venue (for a festival etc),yes
3378,亚历山大,4.25,Ya4 li4 shan1 da4,Alexander (name); Alexandria (town name),yes
3379,会上,4.25,,,no
3380,伸出,4.25,shen1 chu1,to extend,yes
3381,修建,4.25,xiu1 jian4,to build; to construct,yes
3382,借口,4.25,jie4 kou3,to use as an excuse; excuse; pretext,yes
3383,光荣,4.25,guang1 rong2,honor and glory; glorious,yes
3384,分解,4.25,fen1 jie3,to resolve; to decompose; to break down,yes
3385,列宁,4.25,Lie4 ning2,"Vladimir Ilyich Lenin (1870-1924), Russian revolutionary leader",yes
3386,前途,4.25,qian2 tu2,prospects; future outlook; journey,yes
3387,加剧,4.25,jia1 ju4,to intensify,yes
3388,卡拉,4.25,Ka3 la1,"Kara, city in northern Togo 多哥[Duo1 ge1]; Cara, Karla etc (name)",yes
3389,参议院,4.25,can1 yi4 yuan4,senate; upper chamber (of legislative assembly),yes
3390,双重,4.25,shuang1 chong2,double,yes
3391,叔叔,4.25,shu1 shu5,father's younger brother; paternal uncle; form of address used by children for a male one generation older,yes
3392,受不了,4.25,shou4 bu4 liao3,unbearable; unable to endure; can't stand,yes
3393,可笑,4.25,ke3 xiao4,funny; ridiculous,yes
3394,哥伦比亚,4.25,Ge1 lun2 bi3 ya4,"Colombia (country in South America); Columbia (name of various entities, mostly in the USA)",yes
3395,啤酒,4.25,pi2 jiu3,"beer (loanword); CL:杯[bei1],瓶[ping2],罐[guan4],桶[tong3],缸[gang1]",yes
3396,处境,4.25,chu3 jing4,situation (of a person),yes
3397,契约,4.25,qi4 yue1,agreement; contract,yes
3398,宝贵,4.25,bao3 gui4,valuable; precious; to value; to treasure; to set store by,yes
3399,屏幕,4.25,ping2 mu4,"screen (TV, computer or movie)",yes
3400,带到,4.25,,,no
3401,庇护,4.25,bi4 hu4,to shelter; to protect; to provide refuge; (law) asylum,yes
3402,开创,4.25,kai1 chuang4,to initiate; to start; to found,yes
3403,开采,4.25,kai1 cai3,to extract (ore or other resource from a mine); to exploit; to mine,yes
3404,强行,4.25,qiang2 xing2,to do sth by force; Taiwan pr. [qiang3 xing2],yes
3405,总监,4.25,zong3 jian1,head; director (of an organizational unit); (police) commissioner; inspector-general; rank of local governor in Tang dyn,yes
3406,恶魔,4.25,e4 mo2,demon; fiend,yes
3407,打死,4.25,da3 si3,to kill; to beat to death,yes
3408,控告,4.25,kong4 gao4,to accuse; to charge; to indict,yes
3409,推文,4.25,tui1 wen2,"tweet (on Twitter); (HK, Tw) to ""bump"" a forum thread to raise its profile; to reply to original poster (or recommend a ",yes
3410,撤离,4.25,che4 li2,to withdraw from; to evacuate,yes
3411,收拾,4.25,shou1 shi5,to put in order; to tidy up; to pack; to repair; (coll.) to sort sb out; to fix sb,yes
3412,无知,4.25,wu2 zhi1,ignorant; ignorance,yes
3413,景区,4.25,jing3 qu1,scenic area,yes
3414,曲线,4.25,qu1 xian4,curve; curved line; indirect; in a roundabout way,yes
3415,有助于,4.25,you3 zhu4 yu2,to contribute to; to promote,yes
3416,检察官,4.25,jian3 cha2 guan1,public prosecutor; public procurator (judicial officer whose job may involve both criminal investigation and public pros,yes
3417,江南,4.25,Jiang1 nan2,"region of China immediately south of the lower Yangtze River, including Shanghai and adjoining parts of Jiangsu, Anhui, ",yes
3418,深深,4.25,shen1 shen1,deep; profound,yes
3419,清晨,4.25,qing1 chen2,early morning,yes
3420,渔业,4.25,yu2 ye4,fishing industry; fishery,yes
3421,演奏,4.25,yan3 zou4,to perform on a musical instrument,yes
3422,潮流,4.25,chao2 liu2,tide; current; trend,yes
3423,物价,4.25,wu4 jia4,(commodity) prices; CL:個|个[ge4],yes
3424,猜测,4.25,cai1 ce4,to guess; to conjecture; to surmise,yes
3425,痕迹,4.25,hen2 ji4,vestige; mark; trace,yes
3426,瞄准,4.25,miao2 zhun3,to take aim at; to target,yes
3427,研究院,4.25,yan2 jiu1 yuan4,research institute; academy,yes
3428,确切,4.25,que4 qie4,definite; exact; precise,yes
3429,福州,4.25,Fu2 zhou1,see 福州市[Fu2 zhou1 Shi4],yes
3430,航线,4.25,hang2 xian4,air or shipping route,yes
3431,花钱,4.25,hua1 qian2,to spend money,yes
3432,苦难,4.25,ku3 nan4,suffering,yes
3433,规矩,4.25,gui1 ju5,lit. compass and set square; fig. established standard; rule; customs; practices; fig. upright and honest; well-behaved,yes
3434,视野,4.25,shi4 ye3,field of view; (fig.) outlook; perspective,yes
3435,词汇,4.25,ci2 hui4,variant of 詞彙|词汇[ci2 hui4],yes
